"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/09/2020","LAZ PARKING 550833","LAZ PARKING 550833","2.00","debit","Parking","freedom","",""
"2/09/2020","H&M","H&M0630","13.90","debit","Clothing","freedom","",""
"2/09/2020","Payment Thank You-Mobile","Payment Thank You-Mobile","295.28","credit","Credit Card Payment","freedom","",""
"2/09/2020","Macy's","MACYS  PROVIDENCE PL","104.24","debit","Clothing","freedom","",""
"2/09/2020","TJ Maxx","TJMAXX #0315","16.02","debit","Clothing","freedom","",""
"2/09/2020","Nintendo Digital","NINTENDO    *AMERICAUS","6.36","debit","Electronics & Software","freedom","",""
"2/09/2020","Nintendo Digital","NINTENDO    *AMERICAUS","31.86","debit","Electronics & Software","freedom","",""
"2/08/2020","CVS","CVS/PHARMACY #02049 PROVIDENCE RIAPPLE PAY ENDING","7.28","debit","Pharmacy","Discover","",""
"2/08/2020","Ruby Thai Providence Inc","RUBY THAI PROVIDENCEPROVIDENCE          RI","9.18","debit","Food & Dining","American Express Gold Card","",""
"2/08/2020","Dunkin Donuts","DUNKIN #310110 Q35 3PROVIDENCE          RI","2.26","debit","Coffee Shops","American Express Gold Card","",""
"2/08/2020","Chick-Fil-A","CHICK-FIL-A #03220 0WARWICK             RI","4.63","debit","Fast Food","American Express Gold Card","",""
"2/07/2020","ODB LIQUORS","ODB LIQUORS","15.98","debit","Transfer","freedom","",""
"2/07/2020","ODB LIQUORS","ODB LIQUORS","10.00","debit","Alcohol & Bars","freedom","",""
"2/07/2020","- THANK YOU","ONLINE PAYMENT - THANK YOU","209.91","credit","Credit Card Payment","American Express Gold Card","",""
"2/07/2020","Tasty Burger","TASTY BURGER BACK BABOSTON              MA","11.00","debit","Fast Food","American Express Gold Card","",""
"2/07/2020","American Express","AMERICAN EXPRESS ACH PMT    W290","209.91","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/07/2020","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","621.48","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"2/07/2020","Amazon","AMZN Mktp US*FI44C87I3","9.95","debit","Shopping","freedom","",""
"2/06/2020","Ginger Exchange","GINGER EXCHANGE 4368BOSTON              MA","12.00","debit","Restaurants","American Express Gold Card","",""
"2/06/2020","LEVELUPKUNGFUTEA17789 855-466-5585 MA","LEVELUPKUNGFUTEA17789 855-466-5585 MA","6.42","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"2/05/2020","Panera Bread","PANERA BREAD        BOSTON              MA","2.73","debit","Fast Food","American Express Gold Card","",""
"2/05/2020","Venmo Cashout Ppd","VENMO            CASHOUT","500.00","credit","Income","TOTAL CHECKING","",""
"2/04/2020","Market Boston","TIME OUT MARKET BOSTBOSTON              MA","14.76","debit","Groceries","American Express Gold Card","",""
"2/04/2020","Market Boston","TIME OUT MARKET BOSTBOSTON              MA","23.37","debit","Groceries","American Express Gold Card","",""
"2/04/2020","Market Boston","TIME OUT MARKET BOSTBOSTON              MA","15.99","debit","Groceries","American Express Gold Card","",""
"2/03/2020","Panera Bread","PANERA BREAD        BOSTON              MA","12.19","debit","Fast Food","American Express Gold Card","",""
"2/03/2020","Stop & Shop","STOP & SHOP 0412 BOSTON MAAPPLE PAY ENDING IN 2423","2.09","debit","Groceries","Discover","",""
"2/03/2020","Venmo","VENMO            PAYMENT    3058","875.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"2/03/2020","Venmo","VENMO            PAYMENT    3058","3.00","debit","Transfer","TOTAL CHECKING","",""
"2/03/2020","Fajitas & ' Ritas, Inc.","TST* FAJITAS & 'RITABOSTON              MA","22.00","debit","Transfer","American Express Gold Card","",""
"2/03/2020","Fajitas & ' Ritas, Inc.","TST* FAJITAS & 'RITABOSTON              MA","28.00","debit","Restaurants","American Express Gold Card","",""
"2/03/2020","CITI CARD ONLINE PAYMENT 4200 26327268140 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4200","8.42","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/03/2020","Venmo Cashout Ppd","VENMO            CASHOUT","305.49","credit","Income","TOTAL CHECKING","",""
"2/03/2020","CITI CARD ONLINE PAYMENT 4300 26327033985 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4300","54.79","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/03/2020","ATM WITHDRAWAL 001104 02/01280 HUNTI","ATM WITHDRAWAL","100.00","debit","Cash & ATM","TOTAL CHECKING","",""
"2/03/2020","PRIMARK DWNTWN CROSSING","PRIMARK DWNTWN CROSSING","23.38","debit","Clothing","freedom","",""
"2/03/2020","Intuit TurboTax","INTUIT *TURBOTAX","85.00","debit","Taxes","freedom","",""
"2/03/2020","FLOYDS 99 BARBERSHOP","FLOYDS 99 BARBERSHOP","31.00","debit","Hair","freedom","",""
"2/03/2020","CVS","CVS/PHARMACY #01217","1.84","debit","Pharmacy","freedom","",""
"2/03/2020","MBTA FOREST HILLS","MBTA FOREST HILLS","90.00","debit","Public Transportation","freedom","",""
"2/02/2020","1009 CAFFE NERO BURNHAM B 00-080306654 - BOSTON, MA","1009 CAFFE NERO BURNBOSTON              MA","5.56","debit","Restaurants","American Express Gold Card","",""
"2/02/2020","ECONOMY HARDWARE INC.","ECONOMY HARDWARE INC.","6.14","debit","Home","freedom","",""
"2/01/2020","Costco","COSTCO WHSE #0333 EVERETT MA","491.48","debit","Transfer","Costco Anywhere Visa® Card by Citi","",""
"2/01/2020","Costco","COSTCO WHSE #0333 EVERETT MA","80.00","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"2/01/2020","Costco","COSTCO WHSE #0333 EVERETT MA","50.00","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"2/01/2020","JP Licks","JP LICKS 43684555855BROOKLINE           MA","7.50","debit","Transfer","American Express Gold Card","",""
"2/01/2020","JP Licks","JP LICKS 43684555855BROOKLINE           MA","9.52","debit","Fast Food","American Express Gold Card","",""
"2/01/2020","Wollastons Market","WOLLASTON'S MARKET  BOSTON              MA","1.04","debit","Groceries","American Express Gold Card","",""
"1/31/2020","MIKE'S DONUTS 561105001151598 - JAMAICA PLAIN, MA","MIKE'S DONUTS 561105JAMAICA PLAIN       MA","4.25","debit","Fast Food","American Express Gold Card","",""
"1/31/2020","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","8.42","credit","Credit Card Payment","Citi® Double Cash Card","",""
"1/31/2020","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","54.79","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"1/31/2020","TST* TWO SAINTS TAVERN & 300501040 - BOSTON, MA","TST* TWO SAINTS TAVEBOSTON              MA","15.00","debit","Restaurants","American Express Gold Card","",""
"1/31/2020","TST* TWO SAINTS TAVERN & 300501040 - BOSTON, MA","TST* TWO SAINTS TAVEBOSTON              MA","24.00","debit","Restaurants","American Express Gold Card","",""
"1/31/2020","TST* TWO SAINTS TAVERN & 300501040 - BOSTON, MA","TST* TWO SAINTS TAVEBOSTON              MA","24.00","debit","Restaurants","American Express Gold Card","",""
"1/31/2020","- THANK YOU","ONLINE PAYMENT - THANK YOU","274.74","credit","Credit Card Payment","American Express Gold Card","",""
"1/31/2020","Payment Thank You - Web","Payment Thank You - Web","447.32","credit","Credit Card Payment","freedom","",""
"1/31/2020","ODB LIQUORS","ODB LIQUORS","21.99","debit","Alcohol & Bars","freedom","",""
"1/31/2020","NORTHEASTERN UNI PAYROLL PPD ID: 7041679980","NORTHEASTERN UNI PAYROLL","1209.98","credit","Paycheck","TOTAL CHECKING","",""
"1/31/2020","Chase card ending in 3408 01/31","Payment to Chase card ending in","447.32","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/31/2020","NORTHGATE PRODUC SALE WEB ID: 9215986202","NORTHGATE PRODUC SALE","433.33","debit","Groceries","TOTAL CHECKING","",""
"1/31/2020","EVERSOURCE WEB_PAY 4653 9909011020 WEB ID: 1202042013","EVERSOURCE       WEB_PAY    4653","94.53","debit","Utilities","TOTAL CHECKING","",""
"1/31/2020","American Express","AMERICAN EXPRESS ACH PMT    W239","274.74","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/30/2020","ACTBLUE*ANDREW.YANG","ACTBLUE*ANDREW.YANG","25.00","debit","Charity","freedom","",""
"1/30/2020","Target","TARGET        00032268","7.96","debit","Shopping","freedom","",""
"1/29/2020","Starbucks","STARBUCKS STORE 0770BROOKLINE           MA","8.24","debit","Coffee Shops","American Express Gold Card","",""
"1/29/2020","PAVEMENT SYMPHONY - Boston, MA","PAVEMENT SYMPHONY   Boston              MA","5.35","debit","Fast Food","American Express Gold Card","",""
"1/29/2020","Venmo Cashout Ppd","VENMO            CASHOUT","125.00","credit","Income","TOTAL CHECKING","",""
"1/29/2020","Amazon","AMZN Mktp US*GM4TQ5M43","15.29","debit","Shopping","freedom","",""
"1/29/2020","CVS","CVS/PHARMACY #05874","27.28","debit","Pharmacy","freedom","",""
"1/29/2020","PARTNERS HEALTHCARE PTPA","PARTNERS HEALTHCARE PTPA","25.00","debit","Health & Fitness","freedom","",""
"1/28/2020","JEANIE JOHNSTON PUB 021770020906692 - JAMAICA PLAIN, MA","JEANIE JOHNSTON PUB JAMAICA PLAIN       MA","22.00","debit","Alcohol & Bars","American Express Gold Card","",""
"1/28/2020","Spotify","Spotify USA 877-7781161 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"1/28/2020","NORTHEASTERN UNIVERSITY","NORTHEASTERN UNIVERSITY","146.00","debit","Education","freedom","",""
"1/28/2020","Amazon","AMZN Mktp US*DI7NS4WL3","10.61","debit","Shopping","freedom","",""
"1/28/2020","Walgreens","WALGREENS #7189","17.81","debit","Pharmacy","freedom","",""
"1/27/2020","Dunkin Donuts","DUNKIN #341489 Q35 3BOSTON              MA","4.38","debit","Coffee Shops","American Express Gold Card","",""
"1/27/2020","Uber.com","UBER TECHNOLOGIES INC","7.28","debit","Rental Car & Taxi","freedom","",""
"1/26/2020","Uber.com","UBER TECHNOLOGIES INC","4.87","debit","Rental Car & Taxi","freedom","",""
"1/26/2020","Uber.com","UBER TECHNOLOGIES INC","3.76","debit","Rental Car & Taxi","freedom","",""
"1/25/2020","Tavern In The Square","TAVERN IN THE SQUARELOWELL              MA","21.00","debit","Food & Dining","American Express Gold Card","",""
"1/25/2020","Dunkin Donuts","AplPay DUNKIN #30456ALLSTON             MA","4.19","debit","Coffee Shops","American Express Gold Card","",""
"1/24/2020","Amazon","Amazon.com*G08NN8JW3","42.46","debit","Shopping","freedom","",""
"1/24/2020","STICKER MULE","STICKER MULE","42.50","debit","Business Services","freedom","",""
"1/24/2020","PAYPAL TRANSFER PPD ID: PAYPALSD11","PAYPAL           TRANSFER","206.62","credit","Transfer","TOTAL CHECKING","",""
"1/23/2020","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY   BOSTON              MA","4.82","debit","Restaurants","American Express Gold Card","",""
"1/23/2020","PAYPAL TRANSFER PPD ID: PAYPALSDW1","PAYPAL           TRANSFER","42.46","credit","Transfer","TOTAL CHECKING","",""
"1/23/2020","Venmo Cashout Ppd","VENMO            CASHOUT","100.00","credit","Income","TOTAL CHECKING","",""
"1/22/2020","Amazon","AMZN Mktp US*BE26X41X3","12.85","debit","Shopping","freedom","",""
"1/21/2020","Whole Foods","WHOLEFDS SYM 10031 BOSTON MAAPPLE PAY ENDING IN 24","9.86","debit","Groceries","Discover","",""
"1/21/2020","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA02176B","27.37","debit","Groceries","Discover","",""
"1/21/2020","Apple","APPLE.COM/BILL 866-712-7753 CA","0.99","debit","Electronics & Software","Citi® Double Cash Card","",""
"1/20/2020","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY   BOSTON              MA","4.82","debit","Restaurants","American Express Gold Card","",""
"1/20/2020","EBAYINCSHIP","PAYPAL *EBAYINCSHIP","7.65","debit","Shipping","freedom","",""
"1/19/2020","Trader Joe's","TRADER JOE'S #501  QBROOKLINE           MA","31.20","debit","Groceries","American Express Gold Card","",""
"1/19/2020","MIKE'S DONUTS","MIKE'S DONUTS","4.25","debit","Fast Food","freedom","",""
"1/19/2020","Amazon","AMZN Mktp US*Z64ZY7C03","16.99","debit","Shopping","freedom","",""
"1/19/2020","Uber.com","UBER TECHNOLOGIES INC","7.17","debit","Rental Car & Taxi","freedom","",""
"1/18/2020","BARCELONA BROOKLINE - BROOKLINE, MA","BARCELONA BROOKLINE BROOKLINE           MA","46.66","debit","Restaurants","American Express Gold Card","",""
"1/18/2020","BARCELONA BROOKLINE - BROOKLINE, MA","BARCELONA BROOKLINE BROOKLINE           MA","93.34","debit","Transfer","American Express Gold Card","",""
"1/18/2020","The Public House","THE PUBLICK HOUSE BROOKLINE MA","49.80","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"1/18/2020","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY   BOSTON              MA","13.75","debit","Restaurants","American Express Gold Card","",""
"1/17/2020","Wollastons Market","WOLLASTON'S MARINO SSS BOSTON MA","5.77","debit","Groceries","Discover","",""
"1/16/2020","FOREST HILLS FINE WINE 0000 - BOSTON, MA","FOREST HILLS FINE WIBOSTON              MA","14.99","debit","Alcohol & Bars","American Express Gold Card","",""
"1/16/2020","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","35.51","credit","Bonus","Discover","",""
"1/16/2020","- THANK YOU","ONLINE PAYMENT - THANK YOU","292.84","credit","Credit Card Payment","American Express Gold Card","",""
"1/16/2020","American Express","AMERICAN EXPRESS ACH PMT    M849","292.84","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/16/2020","Chase card ending in 3408 01/16","Payment to Chase card ending in","265.14","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/16/2020","Venmo Cashout Ppd","VENMO            CASHOUT","350.00","credit","Income","TOTAL CHECKING","",""
"1/16/2020","TST* PEPPER SKYS","TST* PEPPER SKYS","20.00","debit","Restaurants","freedom","",""
"1/16/2020","Payment Thank You-Mobile","Payment Thank You-Mobile","265.14","credit","Credit Card Payment","freedom","",""
"1/16/2020","Target","TARGET        00032268","2.59","debit","Shopping","freedom","",""
"1/15/2020","ROBINHOOD Funds 5314 02816 WEB ID: 1464364776","ROBINHOOD        Funds      5314","5.00","debit","Fast Food","TOTAL CHECKING","",""
"1/15/2020","NORTHEASTERN UNI PAYROLL PPD ID: 7041679980","NORTHEASTERN UNI PAYROLL","1209.98","credit","Paycheck","TOTAL CHECKING","",""
"1/14/2020","Apple","APPLE.COM/BILL 866-712-7753 CA","7.43","debit","Electronics & Software","Citi® Double Cash Card","",""
"1/14/2020","National Grid","NATIONAL GRID NE UTILITYPAY","8.82","debit","Utilities","TOTAL CHECKING","",""
"1/14/2020","National Grid","NATIONAL GRID NE UTILITYPAY","26.48","debit","Transfer","TOTAL CHECKING","",""
"1/14/2020","FENWAY COMMUNITY HEALTH B","FENWAY COMMUNITY HEALTH B","70.00","debit","Doctor","freedom","",""
"1/13/2020","Spirit Airlines","SPIRIT AIRLINES - SOUTH FLORIDA, FL","217.98","debit","Vacation","American Express Gold Card","",""
"1/13/2020","DISCOVER E-PAYMENT 4801 WEB ID: 2510020270","DISCOVER         E-PAYMENT  4801","30.19","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/13/2020","CITI CARD ONLINE PAYMENT 4200 07711257158 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4200","4.99","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/12/2020","Costco","COSTCO WHSE #0303","30.00","debit","Groceries","freedom","",""
"1/12/2020","Costco","COSTCO WHSE #0303","77.80","debit","Transfer","freedom","",""
"1/12/2020","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMAAPPLE PAY ENDING I","35.51","debit","Groceries","Discover","",""
"1/12/2020","CVS","CVS/PHARMACY #00006","1.74","debit","Pharmacy","freedom","",""
"1/12/2020","RASI ASSOCIATES INC","RASI ASSOCIATES INC","25.00","debit","Doctor","freedom","",""
"1/12/2020","Walgreens","WALGREENS #7189","5.73","debit","Pharmacy","freedom","",""
"1/11/2020","TST* GANTETSU-YA - BROOKL 300528226 - BROOKLINE, MA","TST* GANTETSU-YA - BROOKL 300528226 - BROOKLINE, MA","19.27","debit","Restaurants","American Express Gold Card","",""
"1/10/2020","Comcast","COMCAST CABLE COMM","13.71","debit","Television","freedom","",""
"1/10/2020","Comcast","COMCAST CABLE COMM","41.16","debit","Transfer","freedom","",""
"1/10/2020","THE PUDDINGSTONE TAVERN 00-08030155652 - BOSTON, MA","THE PUDDINGSTONE TAVERN 00-08030155652 - BOSTON, MA","23.00","debit","Restaurants","American Express Gold Card","",""
"1/10/2020","Stop & Shop","AplPay STOP & SHOP #412 - BOSTON, MA","14.99","debit","Groceries","American Express Gold Card","",""
"1/10/2020","American Express","AMERICAN EXPRESS ACH PMT    M088","228.84","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/09/2020","PAYMENT RECEIVED - THANK YOU","PAYMENT RECEIVED - THANK YOU","228.84","credit","Credit Card Payment","American Express Gold Card","",""
"1/09/2020","POKE BAR AND KITCHEN 00-08033423966 - BOSTON, MA","POKE BAR AND KITCHEN 00-08033423966 - BOSTON, MA","11.72","debit","Restaurants","American Express Gold Card","",""
"1/09/2020","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","4.99","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"1/09/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","30.19","credit","Credit Card Payment","Discover","",""
"1/09/2020","Chatime","CHATIME NEU - Boston, MA","5.88","debit","Food & Dining","American Express Gold Card","",""
"1/09/2020","Payment Thank You - Web","Payment Thank You - Web","551.39","credit","Credit Card Payment","freedom","",""
"1/09/2020","Chase card ending in 3408 01/09","Payment to Chase card ending in","551.39","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/09/2020","COUNTER CHECK","COUNTER CHECK","2.00","debit","Bank Fee","TOTAL CHECKING","",""
"1/07/2020","Wine & Spirits","HUNTINGTON WINE & SPIRIT 0349 - BOSTON, MA","11.00","debit","Alcohol & Bars","American Express Gold Card","",""
"1/07/2020","Refer A Friend","$50 REFER A FRIEND CREDIT","50.00","credit","Credit Card Payment","Discover","",""
"1/07/2020","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","8.03","debit","Restaurants","American Express Gold Card","",""
"1/07/2020","USPS","USPS PO 2400780123","14.35","debit","Shipping","freedom","",""
"1/06/2020","Walgreens","WALGREENS #7189","35.00","debit","Shopping","freedom","",""
"1/06/2020","Walgreens","WALGREENS #7189","12.56","debit","Pharmacy","freedom","",""
"1/06/2020","eMusic","MAKEMUSIC, INC. 9529379611 CO","105.19","debit","Shopping","TOTAL CHECKING","",""
"1/05/2020","Dunkin Donuts","DUNKIN #308475 Q35 3084 - BOSTON, MA","5.97","debit","Coffee Shops","American Express Gold Card","",""
"1/05/2020","Stop & Shop","STOP & SHOP 0412 BOSTON MAAPPLE PAY ENDING IN 2423","36.84","debit","Groceries","Discover","",""
"1/05/2020","American Express","AMEX Dining Credit","10.00","credit","Credit Card Payment","American Express Gold Card","",""
"1/05/2020","Amtrak","AMTRAK .COM 0020651588525","64.00","debit","Travel","freedom","",""
"1/04/2020","PAVEMENT SYMPHONY - Boston, MA","PAVEMENT SYMPHONY - Boston, MA","4.01","debit","Fast Food","American Express Gold Card","",""
